track_id,title,name,album,genre_top,split
4777,Firecracker,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4778,Too Much Fun,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4779,Secret Admirer,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4780,Too Much Adrenaline,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4781,No Big Deal,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4782,Thing With a Hook,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4784,Rosemary's Baby,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4785,I Know How It Feels...Bad,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4786,"1,000,000 Kisses",Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4787,Nicole Told Me,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4788,Fire To Burn,Half Japanese,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4799,I've Got a Love,Harvey Milk,"Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",Rock,training
4835,Steak,Peelander-Z,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,Rock,training
4836,Panda Punk Tongue,Peelander-Z,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,Rock,training
4838,Punk Rock,Peelander-Z,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,Rock,training
4846,Bistoon,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,International,training
4848,(introduction),Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,International,training
4849,Avareh,Mamak Khadem,Live at WFMU on Rob Weisberg's Show on 10/4/2008,International,training
5006,"So Long, Silver Lining",New Bomb Turks,Live at WFMU on Mike L's Show on 11/10/2002,Rock,training
5156,Circles,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,Folk,training
5157,Copenhagen,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,Folk,training
5158,Running,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,Folk,training
5159,Christiania,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,Folk,training
5169,The Uncommon Man,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,Folk,training
5170,Labyrinth,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,Folk,training
5171,Cover Up,Peter Biedermann,Live at WFMU 5/5/08 on Irene Trudel's show,Folk,training
5191,Say What You Feel,caUSE co-MOTION,Live at WFMU on Michael Goodstein's Show on 9/13/2004,Pop,validation
5264,Classical Homicide,Dälek,Live at WFMU on Mike's Show on 7/11/2002,Hip-Hop,training
5268,3 Rocks Blessed,Dälek,Live at WFMU on Mike's Show on 7/11/2002,Hip-Hop,training
5376,The Clouds,Mary Halvorson and Jessica Pavone,Live at WFMU on Bethany's Show on 9/10/2006,Folk,training
5381,Hartford,Mary Halvorson and Jessica Pavone,Live at WFMU on Bethany's Show on 9/10/2006,Folk,training
5521,alone now,The Apartment,Three Forks,Experimental,training
5879,Rock and Tree,Bob Wiseman,In Her Dream: Bob Wiseman Sings Wrench Tuttle,Folk,training
5936,Traveling,Susanna,Live at WFMU on The Modern World w/ Trouble 1/22/09,Folk,training
5940,When It Rains,Howard Fishman,Live at WFMU on Irene Trudel's Show 12/8/08,Folk,training
6329,Krivo Kopanitsa Horo,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,International,training
6330,Nie Zama Nie Sema,The Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,International,training
6331,track 1,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6332,Taso's Hasapiko,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,training
6333,track 01,Scott Wilson & Efendi,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6342,Doulab Nahawand Murassaa,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,International,training
6354,Daka Koz,The Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,International,training
6357,Zaharoula,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,training
6358,track 2,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6360,Sabah Sabah Seyredelim Yaliyi,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,International,training
6363,track 02,Scott Wilson & Efendi,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6366,Taheya,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,International,training
6367,"Manowe, Mahaba Wa Takanini, Mapenz",The Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,International,training
6368,track 3,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6370,Leventikos,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,training
6372,track 03,Scott Wilson & Efendi,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6373,Semseyemin Ucu Kare with Oud Solo by Haig Manoukian,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,International,training
6376,track 4,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6379,Matamu Choz,The Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,International,training
6380,track 04,Scott Wilson & Efendi,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6381,Kateva Lenko,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,training
6382,Svadbeni Cocek,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,International,training
6383,Telegrafin Tellerine,Orkestra Keyif,Keyif Live on WFMU from the 2009 Golden Festival in NYC,International,training
6385,track 05,Scott Wilson & Efendi,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6387,Karsilamas Hrysodaktili,Raya Brass Band,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,training
6389,Kwala Ulala Huez,The Sounds of Taraab,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,International,training
6390,track 5,Kavala Brass Band,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,International,validation
6393,Rumor,Zikrayat,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,International,training
6394,Bufchansko,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,International,training
6396,Sarki,Sheqer,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,International,training
6406,The Hungry Stones,MV + EE,Live at WFMU on Trouble's show 2/19/2009,Folk,training
6407,Huna Cosm,MV + EE,Live at WFMU on Trouble's show 2/19/2009,Folk,training
6439,Crossover,EPMD,Live at ATP 2008,Hip-Hop,training
6440,Rampage,EPMD,Live at ATP 2008,Hip-Hop,training
